470,33,23,33
446,33,24,33
422,33,24,33
395,33,27,33
386,33,9,33
365,33,21,33
341,33,24,33
314,33,27,33
305,33,9,33
282,33,23,33
258,33,24,33
242,33,16,33
233,33,9,33
206,33,27,33
190,33,16,33
181,33,9,33
154,33,27,33
130,33,24,33
111,33,19,33
84,33,27,33
75,33,9,33
52,33,23,33
36,33,16,33
27,33,9,33
26,33,27,33
