132,478,9,14,21
123,478,8,14,21
113,478,9,14,21
107,478,5,14,21
98,478,8,14,21
94,478,3,14,21
87,478,6,14,21
76,478,10,14,21
64,478,11,14,21
52,478,11,14,21
36,478,15,14,21
21,478,14,14,21
240,496,14,15,22
224,496,15,15,22
210,496,13,15,22
195,496,14,15,22
187,496,7,15,22
184,496,2,15,22
175,496,8,15,22
163,496,11,15,22
147,496,15,15,22
144,496,2,15,22
131,496,12,15,22
122,496,8,15,22
110,496,11,15,22
103,496,6,15,22
90,496,12,15,22
89,496,0,15,22
1,1,1,1,22
1,1,1,1,22
1,1,1,1,22
1,1,1,1,22
1,1,1,1,22
1,1,1,1,22
1,1,1,1,22
1,1,1,1,22
86,496,2,15,22
71,496,14,15,22
55,496,15,15,22
42,496,12,15,22
29,496,12,15,22
19,496,9,15,22
251,515,9,16,23
236,515,14,16,23
223,515,12,16,23
221,515,1,16,23
211,515,9,16,23
200,515,10,16,23
193,515,6,16,23
183,515,9,16,23
180,515,3,16,23
0,0,0,0,23
0,0,0,0,23
0,0,0,0,23
174,515,7,16,23
158,515,16,16,23
147,515,26,16,23
144,515,2,16,23
132,515,11,16,23
119,515,12,16,23
106,515,12,16,23
96,515,9,16,23
94,515,1,16,23
84,515,9,16,23
74,515,9,16,23
68,515,5,16,23
60,515,7,16,23
54,515,5,16,23
49,515,4,16,23
36,515,12,16,23
23,515,12,16,23
0,0,0,0,23
250,539,12,16,24
239,539,10,16,24
228,539,10,16,24
215,539,12,16,24
212,539,2,16,24
196,539,15,16,24
180,539,15,16,24
168,539,11,16,24
154,539,13,16,24
148,539,5,16,24
146,539,1,16,24
132,539,13,16,24
122,539,9,16,24
113,539,8,16,24
106,539,6,16,24
95,539,10,16,24
93,539,1,16,24
84,539,8,16,24
71,539,12,16,24
63,539,7,16,24
56,539,6,16,24
44,539,11,16,24
36,539,7,16,24
34,539,1,16,24
25,539,8,16,24
12,539,12,16,24
2,539,9,16,24
244,563,15,17,25
235,563,8,17,25
221,563,13,17,25
219,563,1,17,25
210,563,8,17,25
194,563,15,17,25
179,563,14,17,25
173,563,5,17,25
171,563,1,17,25
162,563,8,17,25
0,0,0,0,25
159,563,2,17,25
153,563,5,17,25
142,563,10,17,25
135,563,6,17,25
122,563,12,17,25
111,563,10,17,25
109,563,1,17,25
98,563,10,17,25
89,563,8,17,25
72,563,16,17,25
66,563,5,17,25
58,563,7,17,25
55,563,2,17,25
46,563,8,17,25
33,563,12,17,25
28,563,4,17,25
19,563,8,17,25
12,563,6,17,25
250,584,9,15,26
244,584,5,15,26
229,584,14,15,26
215,584,13,15,26
202,584,12,15,26
199,584,2,15,26
190,584,8,15,26
175,584,14,15,26
165,584,9,15,26
152,584,12,15,26
140,584,11,15,26
138,584,1,15,26
126,584,11,15,26
112,584,13,15,26
102,584,9,15,26
101,584,0,15,26
93,584,7,15,26
87,584,5,15,26
85,584,1,15,26
75,584,9,15,26
67,584,7,15,26
61,584,5,15,26
52,584,8,15,26
42,584,9,15,26
41,584,0,15,26
33,584,7,15,26
28,584,4,15,26
21,584,6,15,26
12,584,8,15,26
250,611,12,15,27
238,611,11,15,27
233,611,4,15,27
226,611,6,15,27
221,611,4,15,27
219,611,1,15,27
212,611,6,15,27
205,611,6,15,27
190,611,14,15,27
180,611,9,15,27
167,611,12,15,27
165,611,1,15,27
155,611,9,15,27
0,0,0,0,27
0,0,0,0,27
0,0,0,0,27
148,611,6,15,27
147,611,0,15,27
135,611,11,15,27
125,611,9,15,27
116,611,8,15,27
108,611,7,15,27
101,611,6,15,27
89,611,11,15,27
86,611,2,15,27
78,611,7,15,27
70,611,7,15,27
0,0,0,0,27
0,0,0,0,27
59,611,10,15,27
0,0,0,0,27
55,611,3,15,27
40,611,14,15,27
30,611,9,15,27
21,611,8,15,27
17,611,3,15,27
9,611,7,15,27
254,632,10,14,28
245,632,8,14,28
240,632,4,14,28
229,632,10,14,28
224,632,4,14,28
217,632,6,14,28
210,632,6,14,28
207,632,2,14,28
197,632,9,14,28
185,632,11,14,28
181,632,3,14,28
172,632,8,14,28
164,632,7,14,28
163,632,0,14,28
151,632,11,14,28
143,632,7,14,28
136,632,6,14,28
134,632,1,14,28
123,632,10,14,28
113,632,9,14,28
107,632,5,14,28
105,632,1,14,28
90,632,14,14,28
82,632,7,14,28
73,632,8,14,28
66,632,6,14,28
56,632,9,14,28
52,632,3,14,28
47,632,4,14,28
33,632,13,14,28
27,632,5,14,28
23,632,3,14,28
13,632,9,14,28
