244,20,10,15,1
233,20,9,15,1
224,20,10,15,1
211,20,12,15,1
208,20,5,15,1
201,20,8,15,1
189,20,11,15,1
178,20,12,15,1
161,20,16,15,1
147,20,13,15,1
136,20,11,15,1
0,0,0,0,1
133,20,5,15,1
123,20,9,15,1
0,0,0,0,1
113,20,8,15,1
98,20,14,15,1
89,20,8,15,1
83,20,5,15,1
70,20,12,15,1
68,20,1,15,1
56,20,11,15,1
0,0,0,0,1
45,20,13,15,1
33,20,10,15,1
0,0,0,0,1
246,45,10,15,2
238,45,5,15,2
227,45,10,15,2
218,40,8,15,2
210,45,10,15,2
196,45,13,15,2
194,45,1,15,2
180,45,13,15,2
171,45,8,15,2
0,0,0,0,2
164,45,6,15,2
154,45,9,15,2
0,0,0,0,2
135,45,18,15,2
122,45,12,15,2
111,45,10,15,2
105,45,5,15,2
96,45,9,15,2
92,45,1,15,2
80,45,11,15,2
0,0,0,0,2
67,45,11,15,2
52,45,12,15,2
0,0,0,0,2
32,45,18,15,2
0,0,0,0,2
220,88,11,14,3
210,88,9,14,3
198,88,11,14,3
186,88,12,14,3
181,88,4,14,3
170,88,10,14,3
159,88,10,14,3
143,88,15,14,3
0,0,0,0,3
130,88,12,14,3
0,0,0,0,3
112,88,17,14,3
97,88,14,14,3
85,88,11,14,3
71,88,13,14,3
62,88,8,14,3
48,88,12,14,3
205,132,11,16,4
194,132,10,16,4
179,132,14,16,4
170,132,8,16,4
159,132,10,16,4
142,132,16,16,4
129,132,11,16,4
121,132,7,16,4
110,132,10,16,4
0,0,0,0,4
99,132,10,16,4
82,132,16,16,4
0,0,0,0,4
246,151,11,15,5
238,151,7,15,5
236,151,1,15,5
223,151,12,15,5
216,151,6,15,5
207,151,8,15,5
195,151,11,15,5
188,151,6,15,5
176,151,11,15,5
174,151,1,15,5
158,151,15,15,5
149,151,8,15,5
143,151,5,15,5
135,151,7,15,5
125,151,9,15,5
112,151,12,15,5
105,151,6,15,5
103,151,1,15,5
87,151,15,15,5
79,151,7,15,5
67,151,11,15,5
64,151,2,15,5
55,151,8,15,5
39,151,15,15,5
27,151,11,15,5
20,151,6,15,5
248,174,10,14,6
233,174,14,14,6
222,174,10,14,6
218,174,3,14,6
206,174,11,14,6
203,174,2,14,6
190,174,12,14,6
183,174,6,14,6
170,174,12,14,6
167,174,2,14,6
154,174,12,14,6
146,174,7,14,6
132,174,13,14,6
128,174,3,14,6
118,174,9,14,6
109,174,8,14,6
101,174,7,14,6
99,174,1,14,6
91,174,7,14,6
81,174,9,14,6
71,174,9,14,6
62,174,8,14,6
55,174,6,14,6
47,174,7,14,6
44,174,2,14,6
35,174,8,14,6
23,174,11,14,6
10,174,12,14,6
247,174,10,16,7
241,174,5,16,7
229,174,11,16,7
218,174,10,16,7
215,174,2,16,7
203,174,11,16,7
198,174,4,16,7
184,174,13,16,7
181,174,2,16,7
170,174,10,16,7
162,174,7,16,7
159,174,2,16,7
151,174,7,16,7
140,174,10,16,7
129,174,10,16,7
117,174,11,16,7
113,174,3,16,7
109,174,3,16,7
96,174,12,16,7
87,174,8,16,7
84,174,2,16,7
77,174,6,16,7
64,174,12,16,7
50,174,13,16,7
36,174,13,16,7
23,174,12,16,7
246,213,10,16,8
237,213,8,16,8
222,213,14,16,8
210,213,11,16,8
206,213,3,16,8
195,213,10,16,8
187,213,7,16,8
174,213,12,16,8
166,213,7,16,8
160,213,5,16,8
157,213,2,16,8
151,213,5,16,8
140,213,10,16,8
127,213,12,16,8
114,213,12,16,8
100,213,13,16,8
90,213,9,16,8
88,213,1,16,8
76,213,11,16,8
65,213,10,16,8
57,213,7,16,8
55,213,1,16,8
49,213,5,16,8
34,213,14,16,8
23,213,10,16,8
249,233,10,16,9
248,233,0,16,9
246,233,1,16,9
231,233,14,16,9
224,233,6,16,9
219,233,4,16,9
206,233,12,16,9
198,233,7,16,9
187,233,10,16,9
184,233,2,16,9
170,233,13,16,9
167,233,2,16,9
165,233,1,16,9
152,233,12,16,9
144,233,7,16,9
142,233,1,16,9
122,233,19,16,9
0,0,0,0,9
118,233,10,16,9
106,233,15,16,9
0,0,0,0,9
92,233,13,16,9
81,233,10,16,9
78,233,2,16,9
67,233,10,16,9
59,233,7,16,9
46,233,12,16,9
25,233,20,16,9
246,257,12,15,10
239,257,12,15,10
225,257,13,15,10
218,257,6,15,10
209,257,8,15,10
206,257,2,15,10
200,257,5,15,10
187,257,12,15,10
175,257,11,15,10
158,257,16,15,10
146,257,11,15,10
136,257,9,15,10
134,257,1,15,10
126,257,7,15,10
114,257,11,15,10
99,257,14,15,10
83,257,15,15,10
73,257,9,15,10
70,257,2,15,10
61,257,8,15,10
53,257,7,15,10
45,257,7,15,10
42,257,2,15,10
37,257,4,15,10
27,257,9,15,10
16,257,10,15,10
249,275,10,16,11
238,275,10,16,11
0,0,0,0,11
235,275,2,16,11
227,275,10,16,11
0,0,0,0,11
223,275,3,16,11
215,275,7,16,11
207,275,7,16,11
203,275,3,16,11
189,275,13,16,11
181,275,7,16,11
173,275,7,16,11
170,275,2,16,11
157,275,12,16,11
145,275,11,16,11
132,275,12,16,11
120,275,11,16,11
117,275,2,16,11
109,275,7,16,11
97,275,11,16,11
87,275,9,16,11
81,275,5,16,11
71,275,9,16,11
63,275,7,16,11
60,275,2,16,11
49,275,10,16,11
33,275,15,16,11
254,295,4,14,12
238,295,15,14,12
225,295,12,14,12
214,295,10,14,12
211,295,2,14,12
202,295,8,14,12
189,295,12,14,12
178,295,10,14,12
175,295,2,14,12
166,295,8,14,12
158,295,7,14,12
155,295,2,14,12
146,295,8,14,12
133,295,12,14,12
122,295,10,14,12
115,295,6,14,12
112,295,2,14,12
100,295,11,14,12
89,295,10,14,12
85,295,3,14,12
74,295,10,14,12
66,295,7,14,12
61,295,4,14,12
45,295,15,14,12
36,295,8,14,12
21,295,14,14,12
250,317,10,16,13
233,317,16,16,13
224,317,8,16,13
211,317,12,16,13
208,317,2,16,13
193,317,14,16,13
181,317,11,16,13
178,317,2,16,13
168,317,9,16,13
153,317,14,16,13
142,317,10,16,13
139,317,2,16,13
131,317,7,16,13
120,317,10,16,13
113,317,6,16,13
104,317,8,16,13
101,317,2,16,13
89,317,11,16,13
80,317,8,16,13
69,317,10,16,13
66,317,2,16,13
58,317,7,16,13
43,317,14,16,13
33,317,9,16,13
23,317,9,16,13
237,338,15,14,14
0,0,0,0,14
216,338,15,14,14
209,338,6,14,14
200,338,8,14,14
186,338,13,14,14
183,338,2,14,14
172,338,10,14,14
164,338,7,14,14
161,338,2,14,14
152,338,8,14,14
142,338,9,14,14
136,338,5,14,14
128,338,7,14,14
125,338,2,14,14
115,338,9,14,14
112,338,2,14,14
0,0,0,0,14
109,338,2,0,14
97,338,11,0,14
90,338,6,0,14
83,338,6,0,14
66,338,16,0,14
56,338,9,0,14
39,338,16,0,14
31,338,7,0,14
23,338,7,0,14
247,357,12,14,15
234,357,12,14,15
223,357,10,14,15
220,357,2,14,15
208,357,11,14,15
194,357,13,14,15
183,357,10,14,15
180,357,2,14,15
173,357,6,14,15
157,357,15,14,15
143,357,13,14,15
139,357,3,14,15
129,357,9,14,15
113,357,15,14,15
101,357,11,14,15
91,357,9,14,15
88,357,2,14,15
78,357,9,14,15
67,357,10,14,15
59,357,7,14,15
51,357,7,14,15
44,357,6,14,15
37,357,6,14,15
241,378,12,12,16
228,378,12,12,16
217,378,10,12,16
207,378,9,12,16
203,378,3,12,16
199,378,3,12,16
189,378,9,12,16
176,378,12,12,16
170,378,5,12,16
167,378,2,12,16
154,378,12,12,16
148,378,5,12,16
137,378,10,12,16
132,378,4,12,16
120,378,11,12,16
117,378,2,12,16
108,378,8,12,16
104,378,3,12,16
0,0,0,12,16
101,378,3,12,16
87,378,13,12,16
72,378,14,12,16
61,378,10,12,16
55,378,5,12,16
51,378,3,12,16
44,378,6,12,16
31,378,12,12,16
20,378,10,12,16
245,398,9,15,17
236,398,8,15,17
230,398,5,15,17
218,398,11,15,17
215,398,2,15,17
203,398,11,15,17
191,398,11,15,17
184,398,6,15,17
180,398,3,15,17
171,398,8,15,17
157,398,13,15,17
151,398,5,15,17
142,398,8,15,17
133,398,8,15,17
126,398,6,15,17
123,398,2,15,17
115,398,7,15,17
101,398,13,15,17
89,398,11,15,17
86,398,2,15,17
81,398,4,15,17
72,398,8,15,17
63,398,8,15,17
51,398,11,15,17
48,398,2,15,17
38,398,9,15,17
25,398,12,15,17
17,398,7,15,17
245,418,10,17,18
233,418,11,17,18
227,418,5,17,18
218,418,8,17,18
213,418,4,17,18
205,418,7,17,18
183,418,21,17,18
168,418,14,17,18
0,0,0,0,18
158,418,19,0,18
146,418,11,0,18
141,418,4,0,18
128,418,12,0,18
116,418,11,0,18
112,418,3,0,18
105,418,6,0,18
0,0,0,0,18
99,418,5,0,18
0,0,0,0,18
88,418,10,0,18
74,418,13,0,18
66,418,7,0,18
62,418,3,0,18
52,418,9,0,18
42,418,9,0,18
28,418,13,0,18
22,418,5,0,18
11,418,10,0,18
242,435,12,15,19
225,435,16,15,19
211,435,13,15,19
196,435,14,15,19
189,435,6,15,19
186,435,2,15,19
180,435,5,15,19
167,435,12,15,19
157,435,9,15,19
155,435,1,15,19
143,435,11,15,19
133,435,9,15,19
119,435,13,15,19
112,435,6,15,19
100,435,11,15,19
97,435,2,15,19
87,435,9,15,19
80,435,6,15,19
76,435,3,15,19
65,435,10,15,19
62,435,2,15,19
50,435,11,15,19
40,435,9,15,19
36,435,3,15,19
28,435,7,15,19
23,435,4,15,19
12,435,10,15,19
247,455,10,14,20
235,455,11,14,20
217,455,17,14,20
209,455,7,14,20
198,455,10,14,20
196,455,1,14,20
186,455,9,14,20
177,455,8,14,20
172,455,4,14,20
161,455,10,14,20
156,455,4,14,20
141,455,14,14,20
126,455,14,14,20
114,455,11,14,20
99,455,14,14,20
92,455,6,14,20
89,455,2,14,20
80,455,8,14,20
66,455,13,14,20
56,455,9,14,20
53,455,2,14,20
41,455,11,14,20
36,455,4,14,20
26,455,9,14,20
14,455,11,14,20
7,455,6,14,20
249,478,9,14,21
236,478,12,14,21
220,478,15,14,21
212,478,7,14,21
202,478,9,14,21
199,478,2,14,21
189,478,9,14,21
176,478,12,14,21
166,478,9,14,21
159,478,6,14,21
146,478,12,14,21
142,478,3,14,21
